Model,Scenario,Region,Variable,Unit,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150
IMAGE,rcp26,World,Emissions|F-Gases|HFC|HFC23,kt HFC23/yr,5.33735,4.50036,3.66337,2.82638,1.98939,1.1524,1.1063,1.0602,1.0141,0.968,0.9219,0.8758,0.8297,0.7836,0.7375,0.6914,0.66362,0.63584,0.60806,0.58028,0.5525,0.52472,0.49694,0.46916,0.44138,0.4136,0.39687,0.38014,0.36341,0.34668,0.32995,0.31322,0.29649,0.27976,0.26303,0.2463,0.23542,0.22454,0.21366,0.20278,0.1919,0.18102,0.17014,0.15926,0.14838,0.1375,0.13105,0.1246,0.11815,0.1117,0.10525,0.0988,0.09235,0.0859,0.07945,0.073,0.06942,0.06584,0.06226,0.05868,0.0551,0.05152,0.04794,0.04436,0.04078,0.0372,0.03348,0.02976,0.02604,0.02232,0.0186,0.01488,0.01116,0.00744,0.00372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMAGE,rcp26,World,Emissions|F-Gases|HFC|HFC245fa,kt HFC245fa/yr,41.68745,39.81426,37.94107,36.06788,34.19469,32.3215,29.40678,26.49206,23.57734,20.66262,17.7479,14.83318,11.91846,9.00374,6.08902,3.1743,2.85687,2.53944,2.22201,1.90458,1.58715,1.26972,0.95229,0.63486,0.31743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMAGE,rcp26,World,Emissions|F-Gases|HFC|HFC32,kt HFC32/yr,39.292,43.56198,47.83196,52.10194,56.37192,60.6419,61.78125,62.9206,64.05995,65.1993,66.33865,67.478,68.61735,69.7567,70.89605,72.0354,72.90303,73.77066,74.63829,75.50592,76.37355,77.24118,78.10881,78.97644,79.84407,80.7117,80.10127,79.49084,78.88041,78.26998,77.65955,77.04912,76.43869,75.82826,75.21783,74.6074,75.55522,76.50304,77.45086,78.39868,79.3465,80.29432,81.24214,82.18996,83.13778,84.0856,85.06506,86.04452,87.02398,88.00344,88.9829,89.96236,90.94182,91.92128,92.90074,93.8802,94.1193,94.3584,94.5975,94.8366,95.0757,95.3148,95.5539,95.793,96.0321,96.2712,95.76444,95.25768,94.75092,94.24416,93.7374,93.23064,92.72388,92.21712,91.71036,91.2036,90.20593,89.20826,88.21059,87.21292,86.21525,85.21758,84.21991,83.22224,82.22457,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269,81.2269
IMAGE,rcp26,World,Emissions|F-Gases|HFC|HFC4310mee,kt HFC4310mee/yr,6.83975,6.91692,6.99409,7.07126,7.14843,7.2256,7.31559,7.40558,7.49557,7.58556,7.67555,7.76554,7.85553,7.94552,8.03551,8.1255,8.24943,8.37336,8.49729,8.62122,8.74515,8.86908,8.99301,9.11694,9.24087,9.3648,9.53783,9.71086,9.88389,10.05692,10.22995,10.40298,10.57601,10.74904,10.92207,11.0951,11.09689,11.09868,11.10047,11.10226,11.10405,11.10584,11.10763,11.10942,11.11121,11.113,11.10641,11.09982,11.09323,11.08664,11.08005,11.07346,11.06687,11.06028,11.05369,11.0471,11.03809,11.02908,11.02007,11.01106,11.00205,10.99304,10.98403,10.97502,10.96601,10.957,10.93657,10.91614,10.89571,10.87528,10.85485,10.83442,10.81399,10.79356,10.77313,10.7527,10.71798,10.68326,10.64854,10.61382,10.5791,10.54438,10.50966,10.47494,10.44022,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055,10.4055
IMAGE,rcp26,World,Emissions|F-Gases|PFC|C2F6,kt C2F6/yr,5.1613,5.2087,5.2561,5.3035,5.3509,5.3983,5.04704,4.69578,4.34452,3.99326,3.642,3.29074,2.93948,2.58822,2.23696,1.8857,1.80589,1.72608,1.64627,1.56646,1.48665,1.40684,1.32703,1.24722,1.16741,1.0876,1.02596,0.96432,0.90268,0.84104,0.7794,0.71776,0.65612,0.59448,0.53284,0.4712,0.45634,0.44148,0.42662,0.41176,0.3969,0.38204,0.36718,0.35232,0.33746,0.3226,0.31644,0.31028,0.30412,0.29796,0.2918,0.28564,0.27948,0.27332,0.26716,0.261,0.25002,0.23904,0.22806,0.21708,0.2061,0.19512,0.18414,0.17316,0.16218,0.1512,0.14528,0.13936,0.13344,0.12752,0.1216,0.11568,0.10976,0.10384,0.09792,0.092,0.09137,0.09074,0.09011,0.08948,0.08885,0.08822,0.08759,0.08696,0.08633,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857
IMAGE,rcp26,World,Emissions|F-Gases|PFC|C6F14,kt C6F14/yr,0.3256,0.29738,0.26916,0.24094,0.21272,0.1845,0.17723,0.16996,0.16269,0.15542,0.14815,0.14088,0.13361,0.12634,0.11907,0.1118,0.1119,0.112,0.1121,0.1122,0.1123,0.1124,0.1125,0.1126,0.1127,0.1128,0.11238,0.11196,0.11154,0.11112,0.1107,0.11028,0.10986,0.10944,0.10902,0.1086,0.10848,0.10836,0.10824,0.10812,0.108,0.10788,0.10776,0.10764,0.10752,0.1074,0.10732,0.10724,0.10716,0.10708,0.107,0.10692,0.10684,0.10676,0.10668,0.1066,0.10626,0.10592,0.10558,0.10524,0.1049,0.10456,0.10422,0.10388,0.10354,0.1032,0.1026,0.102,0.1014,0.1008,0.1002,0.0996,0.099,0.0984,0.0978,0.0972,0.09635,0.0955,0.09465,0.0938,0.09295,0.0921,0.09125,0.0904,0.08955,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887,0.0887
IMAGE,rcp26,World,Emissions|F-Gases|PFC|CF4,kt CF4/yr,13.5668,13.2968,13.0268,12.7568,12.4868,12.2168,11.66461,11.11242,10.56023,10.00804,9.45585,8.90366,8.35147,7.79928,7.24709,6.6949,6.53063,6.36636,6.20209,6.03782,5.87355,5.70928,5.54501,5.38074,5.21647,5.0522,4.81083,4.56946,4.32809,4.08672,3.84535,3.60398,3.36261,3.12124,2.87987,2.6385,2.59225,2.546,2.49975,2.4535,2.40725,2.361,2.31475,2.2685,2.22225,2.176,2.17216,2.16832,2.16448,2.16064,2.1568,2.15296,2.14912,2.14528,2.14144,2.1376,2.06823,1.99886,1.92949,1.86012,1.79075,1.72138,1.65201,1.58264,1.51327,1.4439,1.41908,1.39426,1.36944,1.34462,1.3198,1.29498,1.27016,1.24534,1.22052,1.1957,1.18533,1.17496,1.16459,1.15422,1.14385,1.13348,1.12311,1.11274,1.10237,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092
IMAGE,rcp26,World,Emissions|F-Gases|SF6,kt SF6/yr,4.43355,3.99566,3.55777,3.11988,2.68199,2.2441,2.21491,2.18572,2.15653,2.12734,2.09815,2.06896,2.03977,2.01058,1.98139,1.9522,1.91374,1.87528,1.83682,1.79836,1.7599,1.72144,1.68298,1.64452,1.60606,1.5676,1.47407,1.38054,1.28701,1.19348,1.09995,1.00642,0.91289,0.81936,0.72583,0.6323,0.61892,0.60554,0.59216,0.57878,0.5654,0.55202,0.53864,0.52526,0.51188,0.4985,0.49048,0.48246,0.47444,0.46642,0.4584,0.45038,0.44236,0.43434,0.42632,0.4183,0.40805,0.3978,0.38755,0.3773,0.36705,0.3568,0.34655,0.3363,0.32605,0.3158,0.30275,0.2897,0.27665,0.2636,0.25055,0.2375,0.22445,0.2114,0.19835,0.1853,0.17119,0.15708,0.14297,0.12886,0.11475,0.10064,0.08653,0.07242,0.05831,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442
IMAGE,rcp26,World,Emissions|Montreal Gases|CCl4,kt CCl4/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMAGE,rcp26,World,Emissions|Montreal Gases|CFC|CFC11,kt CFC11/yr,36.338,35.138,33.979,32.858,31.773,30.725,29.711,28.73,27.782,26.865,25.979,25.122,24.293,23.491,22.716,21.966,21.241,20.54,19.862,19.207,18.573,17.96,17.368,16.794,16.24,15.704,15.186,14.685,14.2,13.732,13.279,12.84,12.417,12.007,11.611,11.227,10.857,10.499,10.152,9.817,9.493,9.18,8.877,8.584,8.301,8.027,7.762,7.506,7.258,7.019,6.787,6.563,6.346,6.137,5.935,5.739,5.549,5.366,5.189,5.018,4.852,4.692,4.537,4.388,4.243,4.103,3.967,3.836,3.71,3.587,3.469,3.355,3.244,3.137,3.033,2.933,2.836,2.743,2.652,2.565,2.48,2.398,2.319,2.243,2.169,2.097,2.028,1.961,1.896,1.834,1.773,1.715,1.658,1.603,1.55,1.499,1.45,1.402,1.356,1.311,1.268,1.226,1.185,1.146,1.108,1.072,1.036,1.002,0.969,0.937,0.906,0.876,0.847,0.819,0.792,0.766,0.741,0.717,0.693,0.67,0.648,0.627,0.606,0.586,0.567,0.548,0.53,0.512,0.495,0.479,0.463,0.448,0.433,0.419,0.405,0.392
IMAGE,rcp26,World,Emissions|Montreal Gases|CFC|CFC113,kt CFC113/yr,0.012,0.006,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMAGE,rcp26,World,Emissions|Montreal Gases|CFC|CFC114,kt CFC114/yr,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMAGE,rcp26,World,Emissions|Montreal Gases|CFC|CFC115,kt CFC115/yr,0.044,0.033,0.025,0.019,0.014,0.01,0.008,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMAGE,rcp26,World,Emissions|Montreal Gases|CFC|CFC12,kt CFC12/yr,23.67,21.658,19.817,18.133,16.591,15.181,13.891,12.71,11.63,10.641,9.737,8.909,8.152,7.459,6.825,6.245,5.714,5.228,4.784,4.377,4.005,3.665,3.353,3.068,2.807,2.569,2.35,2.151,1.968,1.801,1.648,1.507,1.379,1.262,1.155,1.057,0.967,0.885,0.809,0.741,0.678,0.62,0.567,0.519,0.475,0.435,0.398,0.364,0.333,0.305,0.279,0.255,0.233,0.214,0.195,0.179,0.164,0.15,0.137,0.125,0.115,0.105,0.096,0.088,0.08,0.074,0.067,0.062,0.056,0.052,0.047,0.043,0.039,0.036,0.033,0.03,0.028,0.025,0.023,0.021,0.019,0.018,0.016,0.015,0.014,0.012,0.011,0.01,0.01,0.009,0.008,0.007,0.007,0.006,0.006,0.005,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMAGE,rcp26,World,Emissions|Montreal Gases|CH3Br,kt CH3Br/yr,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925
IMAGE,rcp26,World,Emissions|Montreal Gases|CH3CCl3,kt CH3CCl3/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMAGE,rcp26,World,Emissions|Montreal Gases|CH3Cl,kt CH3Cl/yr,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082
IMAGE,rcp26,World,Emissions|Montreal Gases|HCFC141b,kt HCFC141b/yr,55.962,56.236,56.51,56.784,57.058,57.332,56.425,55.519,54.612,53.705,52.798,51.892,50.985,50.078,49.172,48.265,46.405,44.545,42.685,40.825,38.965,37.105,35.244,33.384,31.524,29.664,28.474,27.284,26.093,24.903,23.713,22.522,21.332,20.142,18.951,17.761,17.048,16.336,15.623,14.91,14.198,13.485,12.772,12.06,11.347,10.634,10.207,9.781,9.354,8.927,8.501,8.074,7.647,7.221,6.794,6.367,6.112,5.856,5.601,5.345,5.09,4.834,4.579,4.323,4.068,3.812,3.659,3.506,3.353,3.2,3.047,2.894,2.741,2.588,2.435,2.283,2.191,2.099,2.008,1.916,1.825,1.733,1.641,1.55,1.458,1.367,1.298,1.233,1.172,1.113,1.057,1.005,0.954,0.907,0.861,0.818,0.777,0.738,0.702,0.666,0.633,0.601,0.571,0.543,0.516,0.49,0.465,0.442,0.42,0.399,0.379,0.36,0.342,0.325,0.309,0.293,0.279,0.265,0.251,0.239,0.227,0.216,0.205,0.195,0.185,0.176,0.167,0.159,0.151,0.143,0.136,0.129,0.123,0.117,0.111,0.105
IMAGE,rcp26,World,Emissions|Montreal Gases|HCFC142b,kt HCFC142b/yr,27.502,25.476,23.611,21.896,20.318,18.867,17.531,16.302,15.172,14.132,13.175,12.295,11.485,10.74,10.055,9.424,8.826,8.259,7.72,7.207,6.717,6.249,5.801,5.372,4.96,4.563,4.198,3.862,3.553,3.269,3.007,2.767,2.545,2.342,2.154,1.982,1.824,1.678,1.543,1.42,1.306,1.202,1.106,1.017,0.936,0.861,0.792,0.729,0.67,0.617,0.567,0.522,0.48,0.442,0.407,0.374,0.344,0.317,0.291,0.268,0.247,0.227,0.209,0.192,0.177,0.162,0.149,0.138,0.127,0.116,0.107,0.099,0.091,0.083,0.077,0.071,0.065,0.06,0.055,0.051,0.047,0.043,0.039,0.036,0.033,0.031,0.028,0.026,0.024,0.022,0.02,0.019,0.017,0.016,0.014,0.013,0.012,0.011,0.01,0.01,0.009,0.008,0.007,0.007,0.006,0.006,0.005,0.005,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0
IMAGE,rcp26,World,Emissions|Montreal Gases|HCFC22,kt HCFC22/yr,338.06,336.397,334.733,333.07,331.406,329.743,313.814,297.886,281.957,266.029,250.101,234.172,218.244,202.315,186.387,170.458,158.161,145.863,133.566,121.269,108.971,96.674,84.377,72.079,59.782,47.485,43.916,40.347,36.778,33.209,29.64,26.072,22.503,18.934,15.365,11.796,10.91,10.023,9.137,8.25,7.363,6.477,5.59,4.704,3.817,2.93,2.71,2.49,2.27,2.049,1.829,1.609,1.389,1.168,0.948,0.728,0.673,0.619,0.564,0.509,0.454,0.4,0.345,0.29,0.236,0.181,0.167,0.154,0.14,0.126,0.113,0.099,0.086,0.072,0.059,0.045,0.042,0.038,0.035,0.031,0.028,0.025,0.021,0.018,0.015,0.011,0.01,0.008,0.007,0.006,0.006,0.005,0.004,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMAGE,rcp26,World,Emissions|Montreal Gases|Halon1202,kt Halon1202/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMAGE,rcp26,World,Emissions|Montreal Gases|Halon1211,kt Halon1211/yr,3.639,3.384,3.147,2.927,2.722,2.531,2.354,2.189,2.036,1.894,1.761,1.638,1.523,1.417,1.317,1.225,1.139,1.06,0.985,0.916,0.852,0.793,0.737,0.686,0.638,0.593,0.551,0.513,0.477,0.444,0.413,0.384,0.357,0.332,0.309,0.287,0.267,0.248,0.231,0.215,0.2,0.186,0.173,0.161,0.149,0.139,0.129,0.12,0.112,0.104,0.097,0.09,0.084,0.078,0.072,0.067,0.063,0.058,0.054,0.05,0.047,0.043,0.04,0.038,0.035,0.033,0.03,0.028,0.026,0.024,0.023,0.021,0.02,0.018,0.017,0.016,0.015,0.014,0.013,0.012,0.011,0.01,0.009,0.009,0.008,0.008,0.007,0.007,0.006,0.006,0.005,0.005,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0
IMAGE,rcp26,World,Emissions|Montreal Gases|Halon1301,kt Halon1301/yr,1.177,1.118,1.062,1.009,0.959,0.911,0.865,0.822,0.781,0.742,0.705,0.669,0.636,0.604,0.574,0.545,0.518,0.492,0.467,0.444,0.422,0.401,0.381,0.362,0.344,0.326,0.31,0.295,0.28,0.266,0.253,0.24,0.228,0.217,0.206,0.195,0.186,0.176,0.168,0.159,0.151,0.144,0.136,0.13,0.123,0.117,0.111,0.106,0.1,0.095,0.091,0.086,0.082,0.078,0.074,0.07,0.067,0.063,0.06,0.057,0.054,0.052,0.049,0.046,0.044,0.042,0.04,0.038,0.036,0.034,0.032,0.031,0.029,0.028,0.026,0.025,0.024,0.023,0.022,0.02,0.019,0.018,0.018,0.017,0.016,0.015,0.014,0.014,0.013,0.012,0.012,0.011,0.011,0.01,0.009,0.009,0.009,0.008,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001
IMAGE,rcp26,World,Emissions|Montreal Gases|Halon2402,kt Halon2402/yr,0.098,0.087,0.078,0.069,0.061,0.055,0.049,0.043,0.039,0.034,0.031,0.027,0.024,0.022,0.019,0.017,0.015,0.013,0.012,0.011,0.01,0.008,0.008,0.007,0.006,0.005,0.005,0.004,0.004,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
