MODEL,SCENARIO,REGION,VARIABLE,UNIT,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
GCAM 3.0,ROSE WEAK-2020 DEF,World,Emissions|CO2,Mt CO2/yr,31435.50977,34875.30859,,43044.17188,,37939.07813,,19297.26953,,7412.919922,,1397.719971,,-2966.459961,,-6828.490234,,-10355.16016,,-13496.53027
GCAM 3.0,ROSE WEAK-2020 DEF,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,0,,191.2599945,,4669.120117,,17252.64063,,26017.88086,,31054.75,,33179.78906,,31591.19922,,26143.91992,,18532.57031
GCAM 3.0,ROSE WEAK-2020 DEF,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,28636,32575.50977,,38250.73828,,27870.78906,,12057.20996,,5730.649902,,1314.959961,,-2288.149902,,-5740.379883,,-8961.120117,,-11879.80957
GCAM 3.0,ROSE WEAK-2020 DEF,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,10166.63965,12245.28027,,14560.29004,,9693.459961,,294.0100098,,-3930.629883,,-6285.600098,,-7229.649902,,-7797.200195,,-7293.640137,,-4996.080078
GCAM 3.0,ROSE WEAK-2020 DEF,World,Emissions|CO2|Land Use,Mt CO2/yr,2799.51001,2299.790039,,4793.419922,,10068.29004,,7240.060059,,1682.27002,,82.76000214,,-678.2999878,,-1088.109985,,-1394.030029,,-1616.709961
GCAM 3.0,ROSE WEAK-2020 DEF,World,Emissions|F-Gases,Mt CO2-equiv/yr,683.7199707,653.0599976,,691.2800293,,475.5700073,,539.1699829,,595.7600098,,653.789978,,708.3499756,,747.5999756,,771.960022,,797.4000244
GCAM 3.0,ROSE WEAK-2020 DEF,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,41342.09789,45432.28757,,54550.26168,,50733.99981,,33431.58484,,22480.53397,,16600.26909,,12214.77586,,8153.962782,,4304.849783,,838.7342969
GCAM 3.0,ROSE WEAK-2020 DEF,World,Emissions|N2O,kt N2O/yr,13168.63965,13876.61035,,15336.16016,,18431.61914,,21077.75977,,23105.82031,,23548.32031,,23689.01953,,23595.88086,,23367.28906,,23119.66016
GCAM 3.0,ROSE WEAK-2020 DEF,World,Emissions|NOx,Mt NO2/yr,108.0199966,105.9599991,,104.5299988,,89.11000061,,70.38999939,,52.66999817,,42.54000092,,34.11000061,,27.35000038,,22.29999924,,18.36000061
GCAM 3.0,ROSE WEAK-2020 DEF,World,Emissions|OC,Mt OC/yr,25.85000038,27.88999939,,28.92000008,,35.56999969,,27.52000046,,15.27000046,,12.18000031,,11.07999992,,10.48999977,,10.10000038,,9.770000458
GCAM 3.0,ROSE WEAK-2020 DEF,World,Emissions|Sulfur,Mt SO2/yr,104.75,96.90000153,,88.72000122,,49.84999847,,33.40999985,,24.51000023,,19.02000046,,14.64999962,,11.48999977,,9.270000458,,7.199999809
GCAM 3.0,ROSE WEAK-2030 DEF,World,Emissions|BC,Mt BC/yr,6.650000095,7.159999847,,7.210000038,,7.03000021,,4.570000172,,3.25,,2.529999971,,2.079999924,,1.74000001,,1.49000001,,1.25
GCAM 3.0,ROSE WEAK-2030 DEF,World,Emissions|CH4,Mt CH4/yr,244.7899933,266.769989,,288.6000061,,341.2000122,,324.75,,346.6000061,,343.6099854,,337.5100098,,327.3699951,,314.7799988,,302.9700012
GCAM 3.0,ROSE WEAK-2030 DEF,World,Emissions|CO,Mt CO/yr,863.1900024,951.789978,,1002.830017,,1042.650024,,721.3400269,,477.7399902,,351.6799927,,286.25,,248.7299957,,227.0800018,,213.0299988
GCAM 3.0,ROSE WEAK-2030 DEF,World,Emissions|CO2,Mt CO2/yr,31435.50977,34875.30859,,43044.17188,,52601.83984,,11867.96973,,5194.47998,,-260.5100098,,-4322.649902,,-8054.580078,,-11376.83008,,-14288.66016
GCAM 3.0,ROSE WEAK-2030 DEF,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,0,,191.2599945,,359.1199951,,18701.91992,,26878.58008,,30773.81055,,32373.36914,,29732.96094,,23340.25,,15972.40039
GCAM 3.0,ROSE WEAK-2030 DEF,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,28636,32575.50977,,38250.73828,,46536.78125,,9122.799805,,3477.320068,,-288.9599915,,-3738.669922,,-7078.120117,,-10083.7002,,-12744.20996
GCAM 3.0,ROSE WEAK-2030 DEF,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,10166.63965,12245.28027,,14560.29004,,17775.41016,,-2085.810059,,-5719.649902,,-7371.680176,,-7988.089844,,-8321.410156,,-6845.22998,,-3042.350098
GCAM 3.0,ROSE WEAK-2030 DEF,World,Emissions|CO2|Land Use,Mt CO2/yr,2799.51001,2299.790039,,4793.419922,,6065.060059,,2745.169922,,1717.160034,,28.45000076,,-583.9699707,,-976.4500122,,-1293.130005,,-1544.439941
GCAM 3.0,ROSE WEAK-2030 DEF,World,Emissions|F-Gases,Mt CO2-equiv/yr,683.7199707,653.0599976,,691.2800293,,623.2299805,,509.0299988,,563.4299927,,614.8499756,,669.1099854,,703.4099731,,726.4799805,,751.6699829
GCAM 3.0,ROSE WEAK-2030 DEF,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,41342.09789,45432.28757,,54550.26168,,66156.61701,,25624.04814,,20146.72278,,14828.95769,,10754.70888,,6819.961414,,3199.280052,,-9.084581299
GCAM 3.0,ROSE WEAK-2030 DEF,World,Emissions|N2O,kt N2O/yr,13168.63965,13876.61035,,15336.16016,,18601.11914,,20733.2207,,22936.16992,,23415.50977,,23614.64063,,23536.65039,,23352.41992,,23114.63086
GCAM 3.0,ROSE WEAK-2030 DEF,World,Emissions|NOx,Mt NO2/yr,108.0199966,105.9599991,,104.5299988,,100.3099976,,64,,50.04000092,,40.18000031,,31.92000008,,25.52000046,,20.84000015,,17.25
GCAM 3.0,ROSE WEAK-2030 DEF,World,Emissions|OC,Mt OC/yr,25.85000038,27.88999939,,28.92000008,,29.95999908,,20.62000084,,14.84000015,,11.98999977,,10.97999954,,10.43000031,,10.03999996,,9.720000267
GCAM 3.0,ROSE WEAK-2030 DEF,World,Emissions|Sulfur,Mt SO2/yr,104.75,96.90000153,,88.72000122,,74.33000183,,30.32999992,,23.28000069,,18.03000069,,13.85999966,,10.92000008,,8.829999924,,6.900000095
GCAM 3.0,ROSE WEAK-POL DEF,World,Emissions|BC,Mt BC/yr,6.650000095,7.159999847,,7.210000038,,7.03000021,,6.489999771,,5.909999847,,5.039999962,,4.449999809,,3.809999943,,3.529999971,,3.289999962
GCAM 3.0,ROSE WEAK-POL DEF,World,Emissions|CH4,Mt CH4/yr,244.7899933,266.769989,,288.6000061,,341.2000122,,381.7399902,,420.8800049,,417.3699951,,412.6400146,,394.9400024,,377.8699951,,360.6600037
GCAM 3.0,ROSE WEAK-POL DEF,World,Emissions|CO,Mt CO/yr,863.1900024,951.789978,,1002.830017,,1042.650024,,969.7199707,,878.3300171,,748.0800171,,619.8099976,,464.3099976,,396,,354.3599854
GCAM 3.0,ROSE WEAK-POL DEF,World,Emissions|CO2,Mt CO2/yr,31435.50977,34875.30859,,43044.14844,,52601.82813,,55683.05859,,59527.39844,,53965.66016,,49142.83984,,44236.46875,,40354.82031,,36246.94141
GCAM 3.0,ROSE WEAK-POL DEF,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,0,,191.2700043,,359.1199951,,1048.660034,,1993.73999,,3481.820068,,5246.140137,,7037.819824,,8800.370117,,10795.96973
GCAM 3.0,ROSE WEAK-POL DEF,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,28636,32575.50977,,38250.73047,,46536.76172,,50999.71875,,55188.76953,,51401.23828,,47707.94922,,44480.46094,,41029.26172,,37502.23828
GCAM 3.0,ROSE WEAK-POL DEF,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,10166.63965,12245.28027,,14560.28027,,17775.41016,,19009.55078,,19648.99023,,17561.58984,,14738.61035,,11834.15039,,9202.549805,,6902.560059
GCAM 3.0,ROSE WEAK-POL DEF,World,Emissions|CO2|Land Use,Mt CO2/yr,2799.51001,2299.790039,,4793.419922,,6065.060059,,4683.339844,,4338.620117,,2564.409912,,1434.890015,,-243.9799957,,-674.4299927,,-1255.300049
GCAM 3.0,ROSE WEAK-POL DEF,World,Emissions|F-Gases,Mt CO2-equiv/yr,683.7199707,653.0599976,,691.2800293,,623.2299805,,674.4299927,,750.8699951,,770.8900146,,804.7700195,,804.4000244,,814.2000122,,826.6099854
GCAM 3.0,ROSE WEAK-POL DEF,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,41342.09789,45432.28757,,54550.23824,,66156.6053,,71056.34781,,76697.54727,,71346.08683,,66635.67035,,61343.92988,,57080.09737,,52439.342
GCAM 3.0,ROSE WEAK-POL DEF,World,Emissions|N2O,kt N2O/yr,13168.63965,13876.61035,,15336.16016,,18601.11914,,21555.86914,,24454.18945,,25305.69922,,25879.41992,,25836.51953,,25728.41016,,25135.25977
GCAM 3.0,ROSE WEAK-POL DEF,World,Emissions|NOx,Mt NO2/yr,108.0199966,105.9599991,,104.5299988,,100.3099976,,91.76000214,,84.38999939,,75.27999878,,68.16000366,,61.06999969,,57.13999939,,54.58000183
GCAM 3.0,ROSE WEAK-POL DEF,World,Emissions|OC,Mt OC/yr,25.85000038,27.88999939,,28.92000008,,29.95999908,,27.31999969,,24.88999939,,20.98999977,,18.06999969,,14.21000004,,13.14999962,,12.5
GCAM 3.0,ROSE WEAK-POL DEF,World,Emissions|Sulfur,Mt SO2/yr,104.75,96.90000153,,88.72000122,,74.33000183,,64.16000366,,56.40999985,,43.22999954,,35.15999985,,29.48999977,,26.39999962,,23.96999931
GCAM 3.1,LIMITS-450,World,Emissions|BC,Mt BC/yr,8.31813441,8.514249088,8.583127235,8.583127235,8.58594672,8.544041517,7.938600515,7.425828319,6.959470974,6.416774031,,5.231800844,,4.434978786,,3.891726034,,3.41788818,,3.069372662
GCAM 3.1,LIMITS-450,World,Emissions|CH4,Mt CH4/yr,329.5174771,346.9118745,334.0277847,306.4504111,320.2272979,332.5024165,332.8894927,328.715082,330.6430848,334.4113162,,316.6382606,,296.8376142,,274.1060225,,246.3238286,,224.3505207
GCAM 3.1,LIMITS-450,World,Emissions|CO,Mt CO/yr,1095.096731,1162.537158,1187.284896,1187.284896,1241.209209,1286.63529,1192.526511,1129.118424,1065.295969,974.8732902,,772.7312031,,646.4308544,,566.711452,,512.3524241,,475.8695624
GCAM 3.1,LIMITS-450,World,Emissions|CO2,Mt CO2/yr,31392.78252,34560.52505,35602.01857,18097.13048,19169.75286,21281.39967,20263.0002,18336.25133,16156.22469,14130.78727,,6106.238233,,-1057.900859,,-7452.416115,,-14816.48544,,-20747.41728
GCAM 3.1,LIMITS-450,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,0,0,244.6285023,981.3268994,2352.474878,4698.535414,8453.675125,12161.86511,15814.91683,,22124.87674,,27586.71611,,30332.3231,,31597.81323,,31288.58526
GCAM 3.1,LIMITS-450,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,28674.11282,32290.34986,32949.31513,35233.92673,36159.47982,35872.41765,34398.52322,29176.81017,24520.69884,20574.62294,,11204.85879,,2513.586005,,-4366.366778,,-12825.45588,,-19073.74522
GCAM 3.1,LIMITS-450,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,16664.12443,18320.00764,18443.07681,19801.33051,20307.61175,20550.84845,20580.35427,19467.05302,18888.47725,18551.29358,,16534.98599,,14022.7623,,11884.43374,,8689.087519,,6671.496672
GCAM 3.1,LIMITS-450,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,7506.47731,8528.768852,8318.399119,8923.223963,8890.842723,8679.991127,8318.299652,7165.07565,6540.992274,6178.796676,,4456.422052,,2833.359689,,1783.489186,,745.9205659,,170.2513823
GCAM 3.1,LIMITS-450,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,2858.879721,3190.873948,3232.186322,3620.826739,3840.97866,4011.300811,4141.891234,4115.285328,4107.42058,4074.316366,,3511.037308,,2691.231875,,1953.469021,,1130.939342,,681.2980993
GCAM 3.1,LIMITS-450,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,6298.767397,6600.36484,6892.491371,7257.279803,7575.790369,7859.556514,8120.16338,8186.692038,8240.0644,8298.180533,,8567.526631,,8498.17074,,8147.475534,,6812.227611,,5819.94719
GCAM 3.1,LIMITS-450,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,12009.98839,13970.34222,14506.23832,15432.59623,15851.86806,15321.5692,13818.16895,9709.757156,5632.221591,2023.329359,,-5330.1272,,-11509.1763,,-16250.80052,,-21514.54339,,-25745.24189
GCAM 3.1,LIMITS-450,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,10184.50674,11897.45827,12462.01297,13324.88902,13801.76369,13472.68405,12236.96544,8754.477718,5321.900382,2628.971298,,-2690.604352,,-6257.268184,,-8694.530225,,-11681.81786,,-13667.21251
GCAM 3.1,LIMITS-450,World,Emissions|CO2|Land Use,Mt CO2/yr,2718.669705,2270.175182,2652.703443,-17136.79625,-16989.72696,-14591.01799,-14135.52302,-10840.55884,-8364.474152,-6443.835669,,-5098.620558,,-3571.486865,,-3086.049337,,-1991.029565,,-1673.672065
GCAM 3.1,LIMITS-450,World,Emissions|F-Gases,Mt CO2-equiv/yr,631.5953736,710.3409697,508.5426742,508.5426742,510.01251,500.6091041,489.6611635,517.5323079,551.9213833,592.183879,,676.1640521,,771.191619,,865.009228,,953.0895452,,1028.811262
GCAM 3.1,LIMITS-450,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,42787.00167,46729.20129,47470.69637,29111.7947,30740.12024,33352.82222,32523.84571,30593.32702,28578.18471,26812.85654,,18486.38567,,10944.37257,,4079.844388,,-3946.957987,,-10400.89508
GCAM 3.1,LIMITS-450,World,Emissions|N2O,kt N2O/yr,12395.98952,13461.89002,14017.90853,13131.17069,13985.74715,14800.84744,15420.98389,15601.69889,15892.04469,16345.9605,,16305.09649,,16120.94165,,15842.01549,,15302.05648,,14859.19359
GCAM 3.1,LIMITS-450,World,Emissions|NOx,Mt NO2/yr,126.4845097,125.6068469,123.4909499,123.4909499,119.9944307,115.1350251,106.7955244,96.33513947,87.67672299,80.01080147,,66.02895143,,55.6388606,,48.35449622,,41.14477165,,36.59462833
GCAM 3.1,LIMITS-450,World,Emissions|OC,Mt OC/yr,36.45292257,36.98548478,36.55628671,36.55628671,37.88894589,39.25218418,35.47060737,34.16252693,33.61357425,32.06858041,,27.4136556,,24.94703932,,23.23873907,,22.20663903,,21.53514414
GCAM 3.1,LIMITS-450,World,Emissions|Sulfur,Mt SO2/yr,113.926054,106.7641376,102.6562246,102.6562246,93.64184029,82.29610825,69.99107372,56.02630676,47.3461142,41.5431402,,31.75835397,,25.35318655,,20.59293712,,15.88910851,,12.41475476
GCAM 3.1,LIMITS-500,World,Emissions|BC,Mt BC/yr,8.31813441,8.575744692,8.685331342,8.685331342,8.695011357,8.645637625,8.085033929,7.603687694,7.190486487,6.730824897,,5.528699619,,4.676645885,,4.094601057,,3.575575384,,3.193875224
GCAM 3.1,LIMITS-500,World,Emissions|CH4,Mt CH4/yr,329.5174771,346.9118745,336.6159185,311.4864044,326.7636488,340.6721563,347.164184,339.2097511,339.0658265,341.5058459,,325.1676842,,305.1532053,,282.615744,,254.4065772,,230.240923
GCAM 3.1,LIMITS-500,World,Emissions|CO,Mt CO/yr,1095.096731,1155.18238,1184.95379,1184.95379,1235.670941,1277.563012,1192.510784,1134.812864,1079.058968,1010.209412,,806.8348147,,670.2371269,,584.0880991,,523.1869176,,482.6970972
GCAM 3.1,LIMITS-500,World,Emissions|CO2,Mt CO2/yr,31392.78252,34560.52505,36130.03171,20489.63007,22087.15626,24675.6448,24864.80938,24398.15597,21632.40274,19801.91063,,10607.01714,,3225.937631,,-3573.617786,,-11174.38186,,-17168.81474
GCAM 3.1,LIMITS-500,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,0,0,170.2559837,643.7892937,1534.544584,3076.023149,5881.399547,9200.669964,12808.5067,,19813.6901,,25377.13663,,29335.7991,,31713.06471,,32123.95012
GCAM 3.1,LIMITS-500,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,28674.11282,32290.34986,33559.90792,36168.97898,37756.9,38443.17174,38302.32373,34856.34718,30562.75084,26509.08633,,16133.16208,,7161.880349,,-290.2950439,,-9008.200455,,-15338.55591
GCAM 3.1,LIMITS-500,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,16664.12443,18320.00764,18814.35424,20318.31876,21078.7208,21627.65766,22030.54329,21119.59499,20408.67213,20091.05253,,18324.6201,,15828.11959,,13763.83923,,10460.73423,,8305.787562
GCAM 3.1,LIMITS-500,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,7506.47731,8528.768852,8587.23536,9310.906503,9484.870092,9528.061457,9481.814481,8431.704824,7616.442528,7187.294849,,5442.84551,,3556.164324,,2376.357785,,1097.80373,,372.4378059
GCAM 3.1,LIMITS-500,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,2858.879721,3190.873948,3309.4038,3716.675901,3968.691725,4171.719979,4338.592588,4369.173995,4382.953108,4394.231583,,3960.1595,,3203.901252,,2429.550985,,1475.148005,,922.8222526
GCAM 3.1,LIMITS-500,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,6298.767397,6600.36484,6917.715079,7290.736352,7625.158979,7927.876221,8210.13622,8318.716176,8409.276493,8509.526099,,8921.615087,,9068.05401,,8957.930458,,7887.782497,,7010.527504
GCAM 3.1,LIMITS-500,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,12009.98839,13970.34222,14745.55368,15850.66022,16678.1792,16815.51409,16271.78044,13736.75218,10154.07871,6418.033803,,-2191.458014,,-8666.239236,,-14054.13427,,-19468.93469,,-23644.34348
GCAM 3.1,LIMITS-500,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,10184.50674,11897.45827,12634.53506,13634.60948,14447.79064,14688.54978,14286.47069,12168.05594,9140.650754,6116.663259,,-664.0433444,,-4662.549999,,-7551.466784,,-10496.39511,,-12581.55133
GCAM 3.1,LIMITS-500,World,Emissions|CO2|Land Use,Mt CO2/yr,2718.669705,2270.175182,2570.123797,-15679.34891,-15669.74374,-13767.52694,-13437.51435,-10458.1912,-8930.348106,-6707.175705,,-5526.144939,,-3935.942719,,-3283.322742,,-2166.181401,,-1830.258828
GCAM 3.1,LIMITS-500,World,Emissions|F-Gases,Mt CO2-equiv/yr,631.5953736,716.4962904,526.3384691,526.3384691,542.0652799,551.2075233,549.1942823,521.6727964,553.5013085,590.7589298,,671.5458928,,764.4989414,,857.1967826,,944.1789926,,1018.352921
GCAM 3.1,LIMITS-500,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,42787.00167,46735.35661,48082.53144,31657.72517,33868.93623,37025.6344,37573.58261,37013.08304,34357.57451,32722.56953,,23235.2111,,15466.84255,,8204.715776,,-65.59679048,,-6631.141483
GCAM 3.1,LIMITS-500,World,Emissions|N2O,kt N2O/yr,12395.98952,13461.89002,14055.57087,13227.55528,14121.54216,14982.79612,15706.87448,16031.77259,16294.47778,16639.6039,,16542.34418,,16348.99569,,16084.53599,,15555.05791,,15110.51921
GCAM 3.1,LIMITS-500,World,Emissions|NOx,Mt NO2/yr,126.4845097,126.2043259,124.5649626,124.5649626,121.6815219,117.5196826,110.1848211,100.7895391,92.2040085,84.53568141,,69.62838521,,59.02295471,,51.68187311,,44.336578,,39.50444139
GCAM 3.1,LIMITS-500,World,Emissions|OC,Mt OC/yr,36.45292257,36.7064366,36.59562906,36.59562906,37.78872354,38.91827913,35.44210358,34.23235743,33.41926687,32.70880791,,28.00526668,,25.42007121,,23.634276,,22.41174787,,21.64938792
GCAM 3.1,LIMITS-500,World,Emissions|Sulfur,Mt SO2/yr,113.926054,108.7593968,105.449351,105.449351,97.69717318,87.61868771,76.52791845,63.46865362,53.48183555,46.45518724,,34.48593158,,27.56158109,,22.51065105,,17.36398829,,13.45849827
GCAM 3.1,LIMITS-Base,World,Emissions|BC,Mt BC/yr,8.31813441,9.300539187,9.605208817,9.605208817,9.740449224,9.574968645,9.214285459,8.962133173,8.673907814,8.397296129,,7.888974815,,7.452504398,,7.055045075,,6.73608587,,6.286947173
GCAM 3.1,LIMITS-Base,World,Emissions|CH4,Mt CH4/yr,329.5174771,346.9118745,367.8531736,368.820861,395.6950514,420.6184772,443.5789358,459.4041093,475.3055465,492.0277053,,498.4298875,,500.8535252,,496.6786579,,485.9336895,,476.7023552
GCAM 3.1,LIMITS-Base,World,Emissions|CO,Mt CO/yr,1095.096731,1193.58355,1236.921293,1236.921293,1274.459485,1264.68603,1210.589351,1166.346634,1106.862969,1050.876998,,932.5116585,,826.5287224,,739.0024532,,682.3175683,,626.9523366
GCAM 3.1,LIMITS-Base,World,Emissions|CO2,Mt CO2/yr,31392.78252,34560.52505,38731.53777,43683.49018,48330.28299,51615.62828,54400.00763,57974.93635,61341.10604,65077.21395,,69932.63847,,74055.21382,,77602.2136,,79948.45847,,80844.75372
GCAM 3.1,LIMITS-Base,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0
GCAM 3.1,LIMITS-Base,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,28674.11282,32290.34986,36285.40915,40314.65116,44249.51342,48112.40579,52070.4761,55644.19195,59133.14877,62877.60763,,68820.00409,,73842.04431,,77877.22583,,80509.47872,,81731.60774
GCAM 3.1,LIMITS-Base,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,16664.12443,18320.00764,20415.37668,22479.98041,24148.64868,25759.98829,27341.65492,28588.79806,29738.46933,30852.00558,,33330.03963,,35577.19024,,37218.71362,,38423.43184,,39111.1875
GCAM 3.1,LIMITS-Base,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,7506.47731,8528.768852,9682.473286,10845.67219,11742.54756,12662.90603,13622.85403,14341.36054,15028.5364,15719.71636,,16711.5636,,17498.37577,,17875.55694,,17932.59922,,17818.25797
GCAM 3.1,LIMITS-Base,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,2858.879721,3190.873948,3719.357618,4219.096746,4602.783257,4927.098444,5193.594054,5463.218277,5671.575035,5824.744099,,6234.676492,,6543.954312,,6625.806805,,6628.052537,,6411.276962
GCAM 3.1,LIMITS-Base,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,6298.767397,6600.36484,7013.545773,7415.211471,7803.317868,8169.983808,8525.20684,8784.219242,9038.357889,9307.545121,,10383.79954,,11534.86017,,12717.34988,,13862.78008,,14881.65257
GCAM 3.1,LIMITS-Base,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,12009.98839,13970.34222,15870.03248,17834.67076,20100.86474,22352.4175,24728.82118,27055.39389,29394.67945,32025.60205,,35489.96446,,38264.85407,,40658.5122,,42086.04688,,42620.42024
GCAM 3.1,LIMITS-Base,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,10184.50674,11897.45827,13476.83843,15112.41701,16963.71563,18736.25999,20499.05364,22100.21164,23664.80661,25244.50568,,27039.64271,,28154.67611,,29336.84868,,30295.085,,31135.54428
GCAM 3.1,LIMITS-Base,World,Emissions|CO2|Land Use,Mt CO2/yr,2718.669705,2270.175182,2446.128611,3368.839017,4080.76957,3503.22249,2329.531527,2330.744404,2207.957266,2199.606322,,1112.634376,,213.1695113,,-275.0122284,,-561.0202489,,-886.8540233
GCAM 3.1,LIMITS-Base,World,Emissions|F-Gases,Mt CO2-equiv/yr,631.5953736,761.4129206,835.7660861,835.7660861,912.1986518,989.764522,1068.063968,1149.005416,1232.661424,1320.149838,,1497.508171,,1686.600827,,1879.823111,,2055.073198,,2207.875108
GCAM 3.1,LIMITS-Base,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,42787.00167,46780.27324,51837.10085,56686.18537,62319.45615,66535.06778,70190.4228,74444.71355,78493.55453,82934.98455,,88318.547,,92812.128,,96516.78592,,98792.49188,,99577.85738
GCAM 3.1,LIMITS-Base,World,Emissions|N2O,kt N2O/yr,12395.98952,13461.89002,14660.90437,14263.51944,15378.64007,16440.92566,17442.55985,18300.9209,19156.03415,20016.25466,,20714.10555,,21136.73974,,21304.8303,,21239.84752,,21014.44869
GCAM 3.1,LIMITS-Base,World,Emissions|NOx,Mt NO2/yr,126.4845097,130.6325841,130.9333796,130.9333796,130.0352309,127.1631615,122.9390997,117.8216116,112.4583134,107.2200875,,98.96811632,,92.11944128,,88.0040121,,86.31964658,,84.5344578
GCAM 3.1,LIMITS-Base,World,Emissions|OC,Mt OC/yr,36.45292257,38.59043941,39.69420524,39.69420524,40.47352164,39.45639484,37.32736762,36.64451704,35.5520398,34.65859729,,31.61790037,,29.30620759,,27.4864609,,26.3785876,,25.39658724
GCAM 3.1,LIMITS-Base,World,Emissions|Sulfur,Mt SO2/yr,113.926054,119.0497983,119.4420569,119.4420569,115.9910525,109.2413583,101.77537,94.54289328,88.34621266,82.72959219,,73.41326431,,65.71592282,,59.42639401,,54.56524919,,48.11449562
GCAM 3.1,LIMITS-RefPol,World,Emissions|BC,Mt BC/yr,8.31813441,8.949397833,9.063783636,9.063783636,9.296726894,9.493606166,9.205707321,9.265835918,8.731477643,8.396977824,,7.619225437,,7.21273774,,6.94623495,,6.348758432,,5.456481778
GCAM 3.1,LIMITS-RefPol,World,Emissions|CH4,Mt CH4/yr,329.5174771,346.9118745,346.883521,344.5740543,353.2951118,379.7596082,391.6027144,410.9776075,412.4953397,425.1202522,,421.9517091,,415.6585195,,408.7553715,,394.3377478,,400.3166227
GCAM 3.1,LIMITS-RefPol,World,Emissions|CO,Mt CO/yr,1095.096731,1157.304092,1185.317957,1185.317957,1218.138169,1293.239524,1271.343453,1281.974848,1208.197179,1149.006193,,1011.452476,,924.1808753,,863.2842932,,746.2761735,,599.040522
GCAM 3.1,LIMITS-RefPol,World,Emissions|CO2,Mt CO2/yr,31392.78252,34560.52505,37138.1227,40137.0937,41931.6404,43149.6717,44519.82725,45219.33638,46089.7046,46301.14122,,46833.92345,,46991.95719,,46712.88063,,45721.65004,,43489.82999
GCAM 3.1,LIMITS-RefPol,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,0,0,77.12287113,189.1940393,384.1690027,883.3077552,1462.497627,2435.600237,3433.013481,,4980.269191,,6716.469811,,8284.222703,,9424.856526,,12106.25624
GCAM 3.1,LIMITS-RefPol,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,28674.11282,32290.34986,33522.31808,38174.1112,40975.49754,44137.67558,46664.33166,48857.07974,48943.94564,50642.18299,,51028.26069,,50436.10512,,51248.16821,,51047.35529,,47301.07082
