MODEL,SCENARIO,REGION,VARIABLE,UNIT,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MiniCAM_EMF22,EMF22 2.6 OS,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,45389.25072,,43022.17958,,41480.25821,,34998.77012,,23577.7153,,15706.97822,,9268.867926,,4263.384424,,-182.9797174,,-4629.343858
MiniCAM_EMF22,EMF22 2.6 OS,World,Emissions|N2O,kt N2O/yr,,10938.7005,,12400.54508,,12659.11171,,12659.85558,,12402.7767,,12143.88746,,11770.74227,,11283.34111,,10864.94516,,10446.54921
MiniCAM_EMF22,EMF22 2.6 OS Lo Tech,World,Emissions|CH4,Mt CH4/yr,,313.7465863,,242.3261462,,236.1621372,,231.1026737,,227.1477558,,223.6288032,,217.4100443,,208.4914788,,200.2860741,,192.0806693
MiniCAM_EMF22,EMF22 2.6 OS Lo Tech,World,Emissions|CO2,Mt CO2/yr,,34614.79027,,14666.12212,,12629.14448,,10912.83062,,9517.180545,,8366.283039,,7061.128136,,5601.715836,,4439.591653,,3277.46747
MiniCAM_EMF22,EMF22 2.6 OS Lo Tech,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,,0,,8.56E-06,,3.38E-04,,0.001822064,,0.004461155,,0.823855025,,139.4019422,,415.7387227,,373.6911396,,331.6435564
MiniCAM_EMF22,EMF22 2.6 OS Lo Tech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,31813.20591,,12645.93303,,11051.19301,,9770.457448,,8803.726354,,7790.757618,,6620.847848,,5293.997044,,4237.301005,,3180.604967
MiniCAM_EMF22,EMF22 2.6 OS Lo Tech,World,Emissions|CO2|Land Use,Mt CO2/yr,,2801.584352,,2020.18909,,1577.951476,,1142.373176,,713.4541902,,575.5254211,,440.2802884,,307.718792,,202.2906473,,96.86250266
MiniCAM_EMF22,EMF22 2.6 OS Lo Tech,World,Emissions|F-Gases,Mt CO2-equiv/yr,,794.7849862,,492.8402732,,577.0612286,,657.6291376,,734.5440004,,818.0818449,,898.8227143,,976.7666086,,1055.474352,,1134.182095
MiniCAM_EMF22,EMF22 2.6 OS Lo Tech,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,45389.25072,,23757.51019,,21682.23196,,19912.7077,,18448.93741,,17281.4025,,15894.91862,,14289.48577,,12985.5628,,11681.63982
MiniCAM_EMF22,EMF22 2.6 OS Lo Tech,World,Emissions|N2O,kt N2O/yr,,10938.7005,,11321.60877,,11343.93989,,11255.13481,,11055.19352,,10970.42821,,10868.89303,,10750.58797,,10595.12657,,10439.66518
MiniCAM_EMF22,EMF22 2.6 OS w Delay,World,Emissions|CH4,Mt CH4/yr,,313.7465863,,326.9550742,,362.0047938,,346.157263,,279.4124817,,253.5265213,,234.2643945,,221.6261014,,208.791338,,195.9565746
MiniCAM_EMF22,EMF22 2.6 OS w Delay,World,Emissions|CO2,Mt CO2/yr,,34614.79027,,35914.95536,,40895.13353,,34613.97803,,17071.48888,,2016.871166,,-7797.095416,,-12370.41087,,-13962.49086,,-15554.57085
MiniCAM_EMF22,EMF22 2.6 OS w Delay,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,,0,,752.3388653,,3537.877837,,10356.96355,,21209.596,,26169.10838,,28031.07866,,26795.50683,,24226.50254,,21657.49826
MiniCAM_EMF22,EMF22 2.6 OS w Delay,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,31813.20591,,33602.06523,,35091.29823,,26750.49061,,8579.642364,,-2373.163261,,-9307.716686,,-12224.01791,,-13828.61624,,-15433.21456
MiniCAM_EMF22,EMF22 2.6 OS w Delay,World,Emissions|CO2|Land Use,Mt CO2/yr,,2801.584352,,2312.890131,,5803.835302,,7863.487429,,8491.846513,,4390.034426,,1510.62127,,-146.392955,,-133.8746235,,-121.356292
MiniCAM_EMF22,EMF22 2.6 OS w Delay,World,Emissions|F-Gases,Mt CO2-equiv/yr,,794.7849862,,499.4727137,,579.7570091,,641.5401153,,684.8220324,,733.7714805,,795.4337824,,869.8089381,,939.5340718,,1009.259205
MiniCAM_EMF22,EMF22 2.6 OS w Delay,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,45389.25072,,47337.56715,,53559.11544,,46870.28234,,27271.06785,,11568.99212,,1296.338633,,-3546.892605,,-5429.752777,,-7312.612949
MiniCAM_EMF22,EMF22 2.6 OS w Delay,World,Emissions|N2O,kt N2O/yr,,10938.7005,,13087.36296,,14458.46527,,14017.6183,,11764.82203,,11271.91137,,10898.21929,,10643.74579,,10350.27714,,10056.80848
MiniCAM_EMF22,EMF22 3.7 NTE,World,Emissions|CH4,Mt CH4/yr,,313.7465863,,313.0920414,,310.3101666,,303.2633708,,291.9516541,,290.9875321,,285.0065237,,274.0086287,,271.24257,,268.4765113
MiniCAM_EMF22,EMF22 3.7 NTE,World,Emissions|CO2,Mt CO2/yr,,34614.79027,,34007.28554,,34357.98606,,30584.89076,,22687.99964,,18964.99341,,14409.57877,,9021.755728,,11063.29625,,13104.83677
MiniCAM_EMF22,EMF22 3.7 NTE,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,,0,,308.269669,,1648.569819,,5400.549191,,11564.20778,,16438.44311,,22287.43027,,29111.16927,,29513.46882,,29915.76837
MiniCAM_EMF22,EMF22 3.7 NTE,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,31813.20591,,32933.718,,33624.638,,29956.47661,,21929.23382,,18358.58962,,14024.57187,,8927.180567,,10690.46039,,12453.74022
MiniCAM_EMF22,EMF22 3.7 NTE,World,Emissions|CO2|Land Use,Mt CO2/yr,,2801.584352,,1073.567539,,733.3480571,,628.4141499,,758.7658176,,606.4037905,,385.006905,,94.57516095,,372.8358566,,651.0965522
MiniCAM_EMF22,EMF22 3.7 NTE,World,Emissions|F-Gases,Mt CO2-equiv/yr,,794.7849862,,678.541445,,709.8742991,,712.0375896,,685.0313163,,774.5828049,,873.2187271,,980.9390831,,1075.437012,,1169.934941
MiniCAM_EMF22,EMF22 3.7 NTE,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,45389.25072,,45185.98835,,45581.41828,,41668.21104,,33446.36665,,29829.11347,,25224.66925,,19633.03397,,21742.71627,,23852.39857
MiniCAM_EMF22,EMF22 3.7 NTE,World,Emissions|N2O,kt N2O/yr,,10938.7005,,12662.02741,,12893.69168,,12912.10292,,12717.26115,,12834.83576,,12763.66049,,12503.73535,,12606.09368,,12708.45202
MiniCAM_EMF22,EMF22 3.7 NTE Lo Tech,World,Emissions|CH4,Mt CH4/yr,,313.7465863,,293.2337736,,283.7785974,,276.6203369,,271.7589921,,259.4516021,,247.1016694,,234.709194,,224.495729,,214.2822639
MiniCAM_EMF22,EMF22 3.7 NTE Lo Tech,World,Emissions|CO2,Mt CO2/yr,,34614.79027,,33326.48343,,31129.98693,,28172.60729,,24454.34451,,20318.34926,,17305.50546,,15415.81312,,13571.27207,,11726.73103
MiniCAM_EMF22,EMF22 3.7 NTE Lo Tech,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,,0,,0,,0,,5.72E-06,,1.72E-05,,8.06E-05,,3.65E-04,,8.71E-04,,0.005560006,,0.010248791
MiniCAM_EMF22,EMF22 3.7 NTE Lo Tech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,31813.20591,,31605.64325,,29961.0103,,27249.68842,,23471.67763,,19800.30166,,16974.9841,,14995.72498,,13175.04492,,11354.36487
MiniCAM_EMF22,EMF22 3.7 NTE Lo Tech,World,Emissions|CO2|Land Use,Mt CO2/yr,,2801.584352,,1720.840181,,1168.976632,,922.9188649,,982.6668809,,518.0476056,,330.521358,,420.0881382,,396.2271493,,372.3661603
MiniCAM_EMF22,EMF22 3.7 NTE Lo Tech,World,Emissions|F-Gases,Mt CO2-equiv/yr,,794.7849862,,576.0453801,,584.6374521,,619.9980237,,682.1270951,,775.3512278,,874.2588701,,978.8500222,,1068.85755,,1158.865078
MiniCAM_EMF22,EMF22 3.7 NTE Lo Tech,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,45389.25072,,43821.95497,,41518.5639,,38469.02503,,34673.33837,,30328.8081,,27100.01033,,24986.94506,,22926.60268,,20866.26031
MiniCAM_EMF22,EMF22 3.7 NTE Lo Tech,World,Emissions|N2O,kt N2O/yr,,10938.7005,,12133.92554,,12401.89992,,12475.46015,,12354.60623,,12214.91601,,12035.84173,,11817.38339,,11522.78308,,11228.18277
MiniCAM_EMF22,EMF22 3.7 OS,World,Emissions|CH4,Mt CH4/yr,,313.7465863,,320.8689701,,325.2025811,,323.7063077,,316.38015,,302.2593367,,286.4522829,,268.9589883,,248.5841671,,228.2093459
MiniCAM_EMF22,EMF22 3.7 OS,World,Emissions|CO2,Mt CO2/yr,,34614.79027,,35982.32262,,38702.12445,,38552.0578,,35532.12266,,25950.89524,,15912.05957,,5415.61567,,-126.4234195,,-5668.462509
MiniCAM_EMF22,EMF22 3.7 OS,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,,0,,204.2094289,,870.0724127,,2526.844374,,5174.525312,,11905.82492,,20227.1333,,30138.45047,,34320.022,,38501.59353
MiniCAM_EMF22,EMF22 3.7 OS,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,31813.20591,,34930.59408,,37950.76374,,37912.15026,,34814.75364,,25474.11268,,15655.35157,,5358.470314,,-184.4376208,,-5727.345556
MiniCAM_EMF22,EMF22 3.7 OS,World,Emissions|CO2|Land Use,Mt CO2/yr,,2801.584352,,1051.728537,,751.3607098,,639.9075374,,717.3690203,,476.7825545,,256.7079998,,57.14535631,,58.01420132,,58.88304633
MiniCAM_EMF22,EMF22 3.7 OS,World,Emissions|F-Gases,Mt CO2-equiv/yr,,794.7849862,,701.5433785,,776.5328783,,811.7455361,,807.1813519,,808.8369663,,859.2685339,,958.4760546,,1035.095774,,1111.715494
MiniCAM_EMF22,EMF22 3.7 OS,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,45389.25072,,47424.91367,,50424.935,,50311.65419,,47085.07125,,37152.46107,,26735.41718,,15833.93958,,9765.333542,,3696.727504
MiniCAM_EMF22,EMF22 3.7 OS,World,Emissions|N2O,kt N2O/yr,,10938.7005,,12912.25582,,13280.72086,,13387.15611,,13231.56158,,13049.29934,,12737.39075,,12295.83581,,11730.30219,,11164.76857
MiniCAM_EMF22,EMF22 3.7 OS Lo Tech,World,Emissions|CH4,Mt CH4/yr,,313.7465863,,293.2337736,,283.7785974,,276.6203369,,271.7589921,,259.4516021,,247.1016694,,234.709194,,224.495729,,214.2822639
MiniCAM_EMF22,EMF22 3.7 OS Lo Tech,World,Emissions|CO2,Mt CO2/yr,,34614.79027,,33326.48343,,31129.98693,,28172.60729,,24454.34451,,20318.34926,,17305.50546,,15415.81312,,13571.27207,,11726.73103
MiniCAM_EMF22,EMF22 3.7 OS Lo Tech,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,,0,,0,,0,,5.72E-06,,1.72E-05,,8.06E-05,,3.65E-04,,8.71E-04,,0.005560006,,0.010248791
MiniCAM_EMF22,EMF22 3.7 OS Lo Tech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,31813.20591,,31605.64325,,29961.0103,,27249.68842,,23471.67763,,19800.30166,,16974.9841,,14995.72498,,13175.04492,,11354.36487
MiniCAM_EMF22,EMF22 3.7 OS Lo Tech,World,Emissions|CO2|Land Use,Mt CO2/yr,,2801.584352,,1720.840181,,1168.976632,,922.9188649,,982.6668809,,518.0476056,,330.521358,,420.0881382,,396.2271493,,372.3661603
MiniCAM_EMF22,EMF22 3.7 OS Lo Tech,World,Emissions|F-Gases,Mt CO2-equiv/yr,,794.7849862,,576.0453801,,584.6374521,,619.9980237,,682.1270951,,775.3512278,,874.2588701,,978.8500222,,1068.85755,,1158.865078
MiniCAM_EMF22,EMF22 3.7 OS Lo Tech,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,45389.25072,,43821.95497,,41518.5639,,38469.02503,,34673.33837,,30328.8081,,27100.01033,,24986.94506,,22926.60268,,20866.26031
MiniCAM_EMF22,EMF22 3.7 OS Lo Tech,World,Emissions|N2O,kt N2O/yr,,10938.7005,,12133.92554,,12401.89992,,12475.46015,,12354.60623,,12214.91601,,12035.84173,,11817.38339,,11522.78308,,11228.18277
MiniCAM_EMF22,EMF22 3.7 OS w Delay,World,Emissions|CH4,Mt CH4/yr,,313.7465863,,334.9046782,,350.5149744,,353.6066387,,344.1796712,,309.0901858,,282.7059015,,265.0268181,,245.917534,,226.8082499
MiniCAM_EMF22,EMF22 3.7 OS w Delay,World,Emissions|CO2,Mt CO2/yr,,34614.79027,,38592.78207,,44638.1205,,45130.82194,,40070.88638,,22591.66052,,9608.993444,,1122.885142,,-3696.696672,,-8516.278487
MiniCAM_EMF22,EMF22 3.7 OS w Delay,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,,0,,150.1043086,,526.2998066,,2291.130172,,5444.595405,,14753.37015,,23928.67786,,32970.51853,,35704.98727,,38439.456
MiniCAM_EMF22,EMF22 3.7 OS w Delay,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,31813.20591,,36858.21561,,42746.6138,,43208.27223,,38243.19091,,21833.27984,,9359.876494,,822.980881,,-3952.532351,,-8728.045582
MiniCAM_EMF22,EMF22 3.7 OS w Delay,World,Emissions|CO2|Land Use,Mt CO2/yr,,2801.584352,,1734.566458,,1891.506704,,1922.549707,,1827.695468,,758.3806862,,249.1169506,,299.9042615,,255.8356782,,211.7670949
MiniCAM_EMF22,EMF22 3.7 OS w Delay,World,Emissions|F-Gases,Mt CO2-equiv/yr,,794.7849862,,689.7188014,,762.4619267,,774.6859439,,726.3908529,,770.9607712,,840.8966966,,936.198629,,1004.634082,,1073.069535
MiniCAM_EMF22,EMF22 3.7 OS w Delay,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,45389.25072,,50445.15107,,57110.3227,,57772.70823,,52432.30765,,33980.1603,,20286.35141,,11350.88101,,6043.447362,,736.0137154
MiniCAM_EMF22,EMF22 3.7 OS w Delay,World,Emissions|N2O,kt N2O/yr,,10938.7005,,13321.45791,,14028.79292,,14327.29332,,14216.95912,,13311.75839,,12579.4753,,12020.10986,,11520.13464,,11020.15942
MiniCAM_EMF22,EMF22 3.7 OS w Delay Lo Tech,World,Emissions|CH4,Mt CH4/yr,,313.7465863,,313.9311936,,318.3421669,,314.279519,,301.7432499,,254.9033046,,227.1410348,,218.4564406,,208.4593603,,198.4622799
MiniCAM_EMF22,EMF22 3.7 OS w Delay Lo Tech,World,Emissions|CO2,Mt CO2/yr,,34614.79027,,35187.19025,,41315.43431,,39526.00481,,29818.90175,,16529.49379,,9078.130809,,7464.812805,,5999.887476,,4534.962148
MiniCAM_EMF22,EMF22 3.7 OS w Delay Lo Tech,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,,0,,0,,4.66E-05,,2.96E-04,,7.49E-04,,0.008979173,,14.84143186,,44.4981075,,290.2114545,,535.9248015
MiniCAM_EMF22,EMF22 3.7 OS w Delay Lo Tech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,31813.20591,,32357.42544,,38913.17949,,36521.37275,,25182.00524,,14575.47174,,8625.916781,,7333.34037,,5811.640292,,4289.940215
MiniCAM_EMF22,EMF22 3.7 OS w Delay Lo Tech,World,Emissions|CO2|Land Use,Mt CO2/yr,,2801.584352,,2829.764813,,2402.254824,,3004.632056,,4636.896509,,1954.022053,,452.2140284,,131.4724351,,188.2471842,,245.0219334
MiniCAM_EMF22,EMF22 3.7 OS w Delay Lo Tech,World,Emissions|F-Gases,Mt CO2-equiv/yr,,794.7849862,,492.8402732,,573.6689321,,641.9920839,,697.8097285,,740.2233403,,792.4485749,,854.4854324,,922.7947737,,991.1041151
MiniCAM_EMF22,EMF22 3.7 OS w Delay Lo Tech,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,45389.25072,,46244.79001,,52736.79268,,50953.11836,,40893.76703,,26302.94446,,18105.68949,,16302.00211,,14636.16243,,12970.32275
MiniCAM_EMF22,EMF22 3.7 OS w Delay Lo Tech,World,Emissions|N2O,kt N2O/yr,,10938.7005,,12813.56263,,13427.43205,,13500.81151,,13033.701,,11871.7998,,11177.89798,,10951.99556,,10760.7536,,10569.51163
MiniCAM_EMF22,EMF22 4.5 NTE,World,Emissions|CH4,Mt CH4/yr,,313.7465863,,328.4750322,,335.4284631,,338.7515416,,338.4442676,,324.3593545,,305.7647185,,282.6603595,,278.2413936,,273.8224276
MiniCAM_EMF22,EMF22 4.5 NTE,World,Emissions|CO2,Mt CO2/yr,,34614.79027,,37230.76215,,41414.8733,,43406.95837,,43207.01735,,37865.31422,,28799.6693,,16010.08259,,17217.11557,,18424.14854
MiniCAM_EMF22,EMF22 4.5 NTE,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,,0,,161.4215922,,595.0846447,,1469.752698,,2785.425753,,5962.172276,,12276.37463,,21728.03281,,24052.794,,26377.5552
MiniCAM_EMF22,EMF22 4.5 NTE,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,31813.20591,,36171.61065,,40639.20539,,42775.57694,,42580.72531,,37366.1907,,28516.61111,,16031.98657,,16958.51608,,17885.0456
MiniCAM_EMF22,EMF22 4.5 NTE,World,Emissions|CO2|Land Use,Mt CO2/yr,,2801.584352,,1059.151503,,775.6679154,,631.3814273,,626.292039,,499.1235269,,283.0581899,,-21.90397213,,258.5994824,,539.102937
MiniCAM_EMF22,EMF22 4.5 NTE,World,Emissions|F-Gases,Mt CO2-equiv/yr,,794.7849862,,802.0857725,,834.5282166,,879.2763294,,936.3301109,,895.5529436,,901.002358,,952.6783541,,1050.682839,,1148.687323
MiniCAM_EMF22,EMF22 4.5 NTE,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,45389.25072,,48985.99223,,53512.91906,,55680.14195,,55487.6609,,49760.15377,,40222.40823,,26874.42425,,28101.8775,,29329.33076
MiniCAM_EMF22,EMF22 4.5 NTE,World,Emissions|N2O,kt N2O/yr,,10938.7005,,13081.18914,,13611.35425,,13806.85445,,13667.68973,,13508.83923,,13227.99185,,12825.14759,,12874.22527,,12923.30294
MiniCAM_EMF22,EMF22 4.5 NTE Lo Tech,World,Emissions|CH4,Mt CH4/yr,,313.7465863,,312.1370814,,311.907509,,308.6366559,,302.3245223,,292.4260992,,278.0499896,,259.1961936,,248.3398644,,237.4835351
MiniCAM_EMF22,EMF22 4.5 NTE Lo Tech,World,Emissions|CO2,Mt CO2/yr,,34614.79027,,37686.64554,,40850.76284,,42018.33119,,41189.35059,,33723.85782,,27717.68736,,23170.83921,,19936.02157,,16701.20393
MiniCAM_EMF22,EMF22 4.5 NTE Lo Tech,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,,0,,0,,0,,0,,0,,8.58E-06,,2.82E-05,,5.88E-05,,3.46E-04,,6.34E-04
MiniCAM_EMF22,EMF22 4.5 NTE Lo Tech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,31813.20591,,36279.33936,,39828.83703,,41152.28717,,40249.68976,,33101.99468,,27340.79415,,22966.08815,,19621.10073,,16276.11331
MiniCAM_EMF22,EMF22 4.5 NTE Lo Tech,World,Emissions|CO2|Land Use,Mt CO2/yr,,2801.584352,,1407.306176,,1021.925807,,866.0440237,,939.6608273,,621.8631369,,376.8932125,,204.751054,,314.9208364,,425.0906189
MiniCAM_EMF22,EMF22 4.5 NTE Lo Tech,World,Emissions|F-Gases,Mt CO2-equiv/yr,,794.7849862,,679.2344036,,726.9519665,,731.2221651,,692.0449991,,765.1574191,,848.4367786,,941.8830777,,1035.313735,,1128.744393
MiniCAM_EMF22,EMF22 4.5 NTE Lo Tech,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,45389.25072,,48834.26932,,52130.13327,,53275.74387,,52271.10112,,44634.31923,,38353.83836,,33429.65852,,29959.70593,,26489.75334
MiniCAM_EMF22,EMF22 4.5 NTE Lo Tech,World,Emissions|N2O,kt N2O/yr,,10938.7005,,12624.22796,,12910.84122,,13047.80885,,13035.13086,,12917.27711,,12737.62722,,12496.18119,,12171.72089,,11847.26059
MiniCAM_EMF22,EMF22 4.5 NTE w Delay,World,Emissions|CH4,Mt CH4/yr,,313.7465863,,337.1515842,,353.9574937,,359.5690766,,353.9863329,,319.4452204,,297.1653997,,287.1468709,,279.4305135,,271.7141561
MiniCAM_EMF22,EMF22 4.5 NTE w Delay,World,Emissions|CO2,Mt CO2/yr,,34614.79027,,38848.85585,,44997.35075,,46636.56863,,43766.5095,,30551.89258,,21450.44068,,16462.1538,,16462.42079,,16462.68778
MiniCAM_EMF22,EMF22 4.5 NTE w Delay,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,,0,,139.0076263,,461.9382519,,1634.492255,,3656.669636,,10176.67703,,16492.61839,,22604.49371,,25650.49261,,28696.49151
MiniCAM_EMF22,EMF22 4.5 NTE w Delay,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,31813.20591,,37140.56981,,43242.37069,,44929.27595,,42201.28558,,29884.42612,,21184.6762,,16102.03581,,15907.92368,,15713.81154
MiniCAM_EMF22,EMF22 4.5 NTE w Delay,World,Emissions|CO2|Land Use,Mt CO2/yr,,2801.584352,,1708.286038,,1754.98006,,1707.292688,,1565.223919,,667.4664623,,265.7644872,,360.1179942,,554.4971142,,748.8762343
MiniCAM_EMF22,EMF22 4.5 NTE w Delay,World,Emissions|F-Gases,Mt CO2-equiv/yr,,794.7849862,,718.3006808,,793.0753139,,832.0385546,,835.1904031,,809.842728,,846.6705776,,945.673952,,1046.776341,,1147.878729
MiniCAM_EMF22,EMF22 4.5 NTE w Delay,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,45389.25072,,50795.81375,,57617.14375,,59515.48778,,56490.84585,,42275.54765,,32592.97486,,27443.12748,,27382.70245,,27322.27742
MiniCAM_EMF22,EMF22 4.5 NTE w Delay,World,Emissions|N2O,kt N2O/yr,,10938.7005,,13382.17405,,14172.9365,,14502.99994,,14372.36437,,13566.00875,,13081.90389,,12920.0498,,12920.85334,,12921.65688
MiniCAM_EMF22,EMF22 4.5 NTE w Delay Lo Tech,World,Emissions|CH4,Mt CH4/yr,,313.7465863,,325.807619,,335.2213755,,336.076254,,328.3722546,,296.0757345,,269.9244292,,249.9183389,,237.5469674,,225.175596
MiniCAM_EMF22,EMF22 4.5 NTE w Delay Lo Tech,World,Emissions|CO2,Mt CO2/yr,,34614.79027,,40750.12025,,47706.65221,,48115.56126,,41976.84741,,30774.06322,,23295.12383,,19540.02925,,16908.46865,,14276.90805
MiniCAM_EMF22,EMF22 4.5 NTE w Delay Lo Tech,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,,0,,0,,0,,1.63E-06,,4.90E-06,,1.67E-05,,8.17E-05,,2.00E-04,,0.001021862,,0.001843843
MiniCAM_EMF22,EMF22 4.5 NTE w Delay Lo Tech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,31813.20591,,38886.72575,,45746.96878,,46072.80293,,39864.22819,,29908.35801,,22996.67851,,19129.18967,,16697.00592,,14264.82218
MiniCAM_EMF22,EMF22 4.5 NTE w Delay Lo Tech,World,Emissions|CO2|Land Use,Mt CO2/yr,,2801.584352,,1863.394498,,1959.683425,,2042.758335,,2112.619227,,865.705208,,298.4453258,,410.8395806,,211.4627242,,12.0858677
MiniCAM_EMF22,EMF22 4.5 NTE w Delay Lo Tech,World,Emissions|F-Gases,Mt CO2-equiv/yr,,794.7849862,,665.0659806,,666.1750586,,675.7569449,,693.8116396,,750.1087668,,824.4298003,,916.7747399,,1005.341863,,1093.908986
MiniCAM_EMF22,EMF22 4.5 NTE w Delay Lo Tech,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,45389.25072,,52268.46408,,59665.56379,,60217.12151,,53923.13724,,41834.70689,,33696.81621,,29509.46523,,26598.47248,,23687.47972
MiniCAM_EMF22,EMF22 4.5 NTE w Delay Lo Tech,World,Emissions|N2O,kt N2O/yr,,10938.7005,,12939.735,,13719.63754,,14090.97409,,14053.74466,,13203.04669,,12609.19216,,12272.18106,,11923.14726,,11574.11347
MiniCAM_EMF22,EMF22 Reference,World,Emissions|CH4,Mt CH4/yr,,313.7465863,,359.9519042,,389.9289102,,415.0303378,,435.256187,,443.4199748,,446.249652,,443.7452186,,445.6184047,,447.4915908
MiniCAM_EMF22,EMF22 Reference,World,Emissions|CO2,Mt CO2/yr,,34614.79027,,39939.14785,,46981.02417,,53511.13443,,59529.47863,,64370.10544,,69104.50784,,73732.68582,,77406.1352,,81079.58458
MiniCAM_EMF22,EMF22 Reference,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
MiniCAM_EMF22,EMF22 Reference,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,31813.20591,,38010.18049,,45141.82094,,51736.98149,,57795.66213,,62750.50114,,67780.91211,,72886.89505,,76673.81308,,80460.73112
MiniCAM_EMF22,EMF22 Reference,World,Emissions|CO2|Land Use,Mt CO2/yr,,2801.584352,,1928.96736,,1839.203228,,1774.152941,,1733.8165,,1619.604305,,1323.595729,,845.7907728,,732.3221162,,618.8534597
MiniCAM_EMF22,EMF22 Reference,World,Emissions|F-Gases,Mt CO2-equiv/yr,,794.7849862,,1011.409947,,1191.408521,,1369.158069,,1544.65859,,1752.342681,,1985.191066,,2243.203742,,2484.929953,,2726.656163
MiniCAM_EMF22,EMF22 Reference,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,45389.25072,,52943.07509,,61136.19631,,68629.57421,,75423.20878,,80746.92719,,85813.92264,,90624.19514,,94540.00214,,98455.80915
MiniCAM_EMF22,EMF22 Reference,World,Emissions|N2O,kt N2O/yr,,10938.7005,,14301.701,,15404.05326,,16237.56328,,16802.23108,,17137.61161,,17267.6808,,17192.43865,,17067.58223,,16942.72582
POLES AMPERE,AMPERE2-450-Conv-HST,World,Emissions|CO2,Mt CO2/yr,29207.968,31771.966,,38419.632,,44193.84,,8384.614,,3320.825,,1227.9385,,880.6383125,,1078.73675,,1567.70075,,808.6618125
POLES AMPERE,AMPERE2-450-Conv-HST,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,1.75E-05,2.51E-04,,335.2739375,,2649.99575,,9979.729,,13684.545,,16087.364,,17196.288,,17430.19,,19267.098,,18890.992
POLES AMPERE,AMPERE2-450-Conv-HST,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29207.968,31771.966,,38419.632,,44193.84,,8384.614,,3320.825,,1227.9385,,880.6383125,,1078.73675,,1567.70075,,808.6618125
POLES AMPERE,AMPERE2-450-Conv-HST,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,16331.27275,17627.9305,,21426.194,,25367.997,,6615.311375,,3199.61093,,1860.802,,1741.106781,,2080.867453,,2604.309272,,2835.806203
POLES AMPERE,AMPERE2-450-Conv-HST,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,6795.2015,7779.4155,,9306.552,,10310.591,,1877.10975,,86.05999219,,-634.7005,,-606.8095,,-357.859375,,-16.35139941,,-67.96739063
